0.07,0.01,0.92,0.73
0.055,0.025,0.92,0.69
0.04,0.04,0.92,0.58
0.025,0.055,0.92,0.47
0.01,0.07,0.92,0.47
0.01,0.055,0.935,0.46
0.01,0.04,0.95,0.46
0.01,0.025,0.965,0.49
0.01,0.01,0.98,0.57
0.025,0.01,0.965,0.58
0.04,0.01,0.95,0.61
0.055,0.01,0.935,0.66
0.04,0.025,0.935,0.59
0.025,0.04,0.935,0.47
0.025,0.025,0.95,0.52
